LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.7 on Tue Oct 22 10:07:
 8665 atoms
 0 bonds                                                                                           
 0 angles                                                                                          
 0 dihedrals                                                                                       
 0 impropers                                                                                       
 2 atom types                                                                                      
 0 bond types                                                                                      
 0 angle types                                                                                     
 0 dihedral types                                                                                  
 0 improper types                                                                                  
 -0.365252 51.541349  xlo xhi                                                                      
 -0.218765 49.729237  ylo yhi                                                                      
 0.021093 90.132116  zlo zhi                                                                       
                                                                                                   
# Pair Coeffs                                                                                      
#                                                                                                  
# 1  Au                                                                                            
# 2  mW                                                                                            
                                                                                                   
 Masses                                                                                            
                                                                                                   
 1 196.966553 # Au                                                                                 
 2 18.014999 # mW                                                                                  
                                                                                                   
 Atoms # full                                                                                      
                                                                                                   
1 1 1 0.000000 0.720995 0.416603 36.815483                                                   
2 1 1 0.000000 2.160995 2.916603 36.815483                                                   
3 1 1 0.000000 0.720995 2.076603 39.165482                                                   
4 1 1 0.000000 2.160995 4.576603 39.165482                                                   
5 1 1 0.000000 2.160995 1.246603 41.525482                                                   
6 1 1 0.000000 0.720995 3.746603 41.525482                                                   
7 1 1 0.000000 0.720995 0.416603 43.875481                                                   
8 1 1 0.000000 2.160995 2.916603 43.875481                                                   
9 1 1 0.000000 0.720995 2.076603 46.235481                                                   
10 1 1 0.000000 2.160995 4.576603 46.235481                                                  
11 1 1 0.000000 2.160995 1.246603 48.585484                                                  
12 1 1 0.000000 0.720995 3.746603 48.585484                                                  
13 1 1 0.000000 0.720995 0.416603 50.945480                                                  
14 1 1 0.000000 2.160995 2.916603 50.945480                                                  
15 1 1 0.000000 0.720995 2.076603 53.295479                                                  
16 1 1 0.000000 2.160995 4.576603 53.295479                                                  
17 1 1 0.000000 0.720995 5.406603 36.815483                                                  
18 1 1 0.000000 2.160995 7.906603 36.815483                                                  
19 1 1 0.000000 0.720995 7.076603 39.165482                                                  
20 1 1 0.000000 2.160995 9.576603 39.165482                                                  
21 1 1 0.000000 2.160995 6.246603 41.525482                                                  
22 1 1 0.000000 0.720995 8.736603 41.525482                                                  
23 1 1 0.000000 0.720995 5.406603 43.875481                                                  
24 1 1 0.000000 2.160995 7.906603 43.875481                                                  
25 1 1 0.000000 0.720995 7.076603 46.235481                                                  
26 1 1 0.000000 2.160995 9.576603 46.235481                                                  
27 1 1 0.000000 2.160995 6.246603 48.585484                                                  
